Policy_ID,Device_Type,Brand,Retail_Price,Plan_Duration,Vendor,Region,Customer_Age,Sales_Channel,Claim_Made,Claim_Cost,Plan_Price,Age_Band,Predicted_Claim_Frequency,Predicted_Claim_Severity,Technical_Premium
P001492,Phone,Samsung,342.76,24,AO.com,London,67,In-store,0,0.0,25.83,66+,0.1186422181483639,77.8211579175051,9.232874794206918
P001493,Tablet,Samsung,174.31,36,Argos,West Midlands,50,In-store,1,91.22,14.54,46-55,0.2653367088254372,53.58858435311007,14.219018602868546
P001494,TV,Panasonic,142.67,36,AO.com,Wales,19,In-store,1,21.31,14.91,18-25,0.3057459432500154,56.05854096274359,17.139671483873666
P001495,Headphones,Bose,345.63,24,Amazon UK,London,20,Marketplace,0,0.0,24.01,18-25,0.3994520355834809,77.8211579175051,31.085819941610936
P001496,TV,Sony,198.2,24,Argos,South East,45,Marketplace,1,75.7,20.15,36-45,0.2675738088513648,66.23511158212462,17.72278108572423
P001497,Washing Machine,Bosch,103.42,12,AO.com,West Midlands,57,In-store,0,0.0,10.62,56-65,0.169855899293666,77.8211579175051,13.218382762152226
P001498,Phone,Google,281.19,24,Argos,South East,47,Online,0,0.0,24.9,46-55,0.2244549180997886,77.8211579175051,17.467341626804323
P001499,Headphones,Sony,261.2,12,Currys,Scotland,18,Online,1,33.29,27.08,18-25,0.4013750978840411,62.83586939813076,25.220753230303554
P001500,Tablet,Samsung,152.14,24,AO.com,Wales,38,In-store,1,63.76,13.19,36-45,0.2683801282777049,52.152397588287855,13.996667154734563
P001501,Laptop,Dell,509.21,24,AO.com,South East,22,Online,0,0.0,39.0,18-25,0.3835078160996827,77.8211579175051,29.845022319290916
P001502,Laptop,Apple,426.37,24,AO.com,South East,33,Marketplace,0,0.0,38.51,26-35,0.3596156072600687,77.8211579175051,27.9857029621853
P001503,Phone,Apple,436.1,12,John Lewis,West Midlands,33,Online,0,0.0,30.69,26-35,0.2498958055787583,77.8211579175051,19.447180948866702
P001504,Tablet,Amazon,235.18,12,AO.com,North West,52,Online,0,0.0,23.03,46-55,0.1744329673938586,77.8211579175051,13.57457550157649
P001505,Laptop,Apple,252.95,24,Currys,London,60,Online,0,0.0,18.92,56-65,0.1915067488624058,77.8211579175051,14.903276945489273
P001506,Tablet,Amazon,257.12,12,Currys,London,29,Marketplace,0,0.0,24.69,26-35,0.3328766347733468,77.8211579175051,25.90484516174429
P001507,Phone,OnePlus,427.7,36,John Lewis,Wales,49,Online,0,0.0,39.01,46-55,0.1881496411793202,77.8211579175051,14.6420229383378
P001508,Refrigerator,Bosch,324.65,24,Argos,North West,59,Online,0,0.0,22.93,56-65,0.179780559618282,77.8211579175051,13.990731320551763
P001509,Laptop,Apple,557.37,36,Amazon UK,West Midlands,69,Marketplace,0,0.0,45.39,66+,0.1420456810720632,77.8211579175051,11.054159378208595
P001510,Charger,Anker,309.11,36,AO.com,Scotland,18,In-store,1,83.75,32.68,18-25,0.3540878696606969,63.0928976393076,22.34042971582284
P001511,Phone,Samsung,456.23,36,Currys,West Midlands,57,Online,0,0.0,28.25,56-65,0.1853779522055141,77.8211579175051,14.426326893009026
P001512,Headphones,Bose,191.5,24,Argos,West Midlands,35,Online,1,52.52,21.65,26-35,0.3640247941038922,65.22692437079994,23.744217714110597
P001513,Phone,Apple,387.1,12,Currys,West Midlands,24,Online,0,0.0,29.54,18-25,0.3047043994443345,77.8211579175051,23.712449187316107
P001514,Tablet,Samsung,293.25,36,AO.com,Scotland,56,In-store,0,0.0,26.19,56-65,0.1773786235603602,77.8211579175051,13.803809875280482
P001515,Washing Machine,Bosch,390.73,12,Argos,Scotland,43,In-store,1,61.11,32.46,36-45,0.3099244030691873,63.76243442047007,19.761534426002388
P001516,Charger,Apple,165.59,24,Currys,Wales,19,Marketplace,1,24.67,15.93,18-25,0.3582698443700552,51.23565229968071,18.356189175604868
P001517,Tablet,Amazon,180.63,24,AO.com,London,21,Online,1,63.95,15.06,18-25,0.3506193467638909,71.33542018601328,25.011578426747654
P001518,Refrigerator,Bosch,255.93,36,Currys,Wales,41,Online,1,104.53,23.55,36-45,0.2848654289814206,68.21768383852319,19.432859770779828
P001519,Headphones,Sony,219.84,24,John Lewis,South East,38,In-store,0,0.0,20.36,36-45,0.2644602609335784,77.8211579175051,20.58060372901661
P001520,Tablet,Amazon,141.93,12,AO.com,Scotland,58,Online,0,0.0,15.95,56-65,0.1499684274862744,77.8211579175051,11.670716678049272
P001521,Phone,Samsung,357.93,12,Amazon UK,South East,51,Online,1,92.23,27.04,46-55,0.2315908804936918,113.22293674316086,26.221399612430194
P001522,Refrigerator,Samsung,102.38,12,Currys,London,68,Online,0,0.0,18.84,66+,0.0927353488173293,77.8211579175051,7.216772224848303
P001523,Phone,Google,563.77,12,AO.com,Scotland,53,Online,0,0.0,43.42,46-55,0.2041273516617858,77.8211579175051,15.885426868953932
P001524,Tablet,Apple,277.08,36,John Lewis,Scotland,65,In-store,0,0.0,28.14,56-65,0.1254025165644405,77.8211579175051,9.758969044813876
P001525,Charger,Belkin,242.12,24,Amazon UK,London,55,Online,0,0.0,22.73,46-55,0.1934204216185844,77.8211579175051,15.052201175250273
P001526,Laptop,Lenovo,397.52,12,Amazon UK,Wales,59,In-store,0,0.0,37.36,56-65,0.1974270531462032,77.8211579175051,15.364001880078353
P001527,TV,LG,20.0,12,Amazon UK,London,32,In-store,0,0.0,8.24,26-35,0.2919159932902547,77.8211579175051,22.717240612486272
P001528,Tablet,Samsung,237.55,24,Currys,Scotland,58,In-store,1,75.87,24.91,56-65,0.1903902240707769,45.96453819520433,8.751198726294735
P001529,Headphones,Beats,26.49,12,Argos,West Midlands,37,In-store,0,0.0,4.06,36-45,0.3235161576406078,77.8211579175051,25.176401992614217
P001530,Charger,Anker,165.12,36,Argos,North West,66,In-store,0,0.0,10.68,66+,0.1071427510094101,77.8211579175051,8.337972946019233
P001531,Washing Machine,Whirlpool,385.79,36,John Lewis,South East,49,In-store,0,0.0,35.48,46-55,0.1824359907304525,77.8211579175051,14.197380044471041
P001532,Laptop,HP,536.32,36,Currys,Wales,64,In-store,1,144.61,43.3,56-65,0.2010339477243798,101.46539695145886,20.397989306573024
P001533,Washing Machine,LG,326.1,36,Currys,North West,67,Online,0,0.0,27.49,66+,0.0800239358925989,77.8211579175051,6.227555352278244
P001534,Charger,Anker,344.18,12,AO.com,Scotland,54,In-store,0,0.0,31.28,46-55,0.1942753678647282,77.8211579175051,15.11873408208241
P001535,Charger,Anker,205.95,12,John Lewis,West Midlands,20,Marketplace,1,114.76,12.67,18-25,0.3628928908225298,62.89690072110733,22.824838126460296
P001536,Washing Machine,Bosch,260.87,12,AO.com,West Midlands,19,Marketplace,0,0.0,21.59,18-25,0.3938203975837294,77.8211579175051,30.64755935149805
P001537,Charger,Apple,276.22,36,AO.com,West Midlands,32,Marketplace,0,0.0,22.97,26-35,0.3279739915629832,77.8211579175051,25.5233157902574
P001538,Refrigerator,Samsung,160.0,12,Currys,Scotland,28,In-store,0,0.0,13.11,26-35,0.2812483096278431,77.8211579175051,21.88706911757975
P001539,Charger,Anker,164.49,24,Argos,West Midlands,21,In-store,0,0.0,12.62,18-25,0.412121412068415,77.8211579175051,32.07176548976132
P001540,Charger,Belkin,306.42,24,Amazon UK,West Midlands,64,Online,1,82.86,26.76,56-65,0.154961962929367,67.4424583855864,10.451015736212618
P001541,Phone,OnePlus,414.93,12,John Lewis,Wales,66,Online,0,0.0,39.25,66+,0.1012402074405869,77.8211579175051,7.878630170834889
P001542,Laptop,HP,406.01,24,Argos,Scotland,42,Marketplace,1,96.26,34.01,36-45,0.3804100497070195,131.81905132063807,50.14529186521609
P001543,Washing Machine,Whirlpool,206.23,36,Currys,South East,40,In-store,0,0.0,17.0,36-45,0.2503827630935713,77.8211579175051,19.485076546526084
P001544,Tablet,Amazon,85.76,24,AO.com,Scotland,26,Online,1,20.0,8.45,26-35,0.3069298428274154,68.49454443001736,21.02301975644065
P001545,Laptop,Dell,400.63,24,Currys,West Midlands,38,Marketplace,0,0.0,29.42,36-45,0.3117888757158333,77.8211579175051,24.263771334003234
P001546,Washing Machine,LG,103.64,12,Argos,South East,65,In-store,0,0.0,14.02,56-65,0.1339750100107356,77.8211579175051,10.426090411044783
P001547,Laptop,Lenovo,332.56,36,Amazon UK,London,45,In-store,0,0.0,31.76,36-45,0.357028149102276,77.8211579175051,27.784343972282777
P001548,Charger,Belkin,211.66,24,AO.com,North West,64,Marketplace,1,51.43,16.28,56-65,0.1250936924756861,69.04097467196495,8.636590453836417
P001549,Headphones,Sony,203.39,36,Currys,West Midlands,58,Marketplace,1,36.81,18.7,56-65,0.1782710119350654,56.60744113573499,10.091465814322124
P001550,Headphones,Bose,265.59,24,AO.com,South East,51,Marketplace,0,0.0,24.0,46-55,0.1930540062027159,77.8211579175051,15.023686303308564
P001551,Phone,Apple,540.89,12,AO.com,London,42,Online,0,0.0,38.92,36-45,0.1948711049770988,77.8211579175051,15.16509503398152
P001552,TV,Panasonic,279.33,24,AO.com,West Midlands,39,In-store,0,0.0,25.81,36-45,0.243044598199784,77.8211579175051,18.914012057501967
P001553,Charger,Anker,235.95,36,AO.com,Scotland,47,Marketplace,0,0.0,19.42,46-55,0.1922914946093622,77.8211579175051,14.964346768188257
P001554,Washing Machine,Whirlpool,104.59,36,AO.com,West Midlands,28,Marketplace,1,35.19,18.37,26-35,0.302090347655535,61.57104705878382,18.60001901150331
P001555,Charger,Anker,182.4,36,Currys,Scotland,69,Marketplace,0,0.0,18.36,66+,0.1110588242725907,77.8211579175051,8.64272630184973
P001556,Washing Machine,Bosch,155.82,36,John Lewis,South East,26,Marketplace,0,0.0,16.24,26-35,0.3275183271949189,77.8211579175051,25.48785546151289
P001557,Washing Machine,LG,298.19,12,John Lewis,London,43,Marketplace,0,0.0,22.98,36-45,0.2007939431844328,77.8211579175051,15.626017161434293
P001558,Charger,Belkin,184.56,24,Currys,Wales,36,Marketplace,0,0.0,15.34,36-45,0.2244817545494164,77.8211579175051,17.469430070388754
P001559,Charger,Anker,138.25,36,Argos,West Midlands,45,Online,0,0.0,14.45,36-45,0.2848028191973766,77.8211579175051,22.163685168109698
P001560,Laptop,Lenovo,203.27,24,John Lewis,North West,26,Online,1,60.55,18.25,26-35,0.3569328821380758,113.31229758448578,40.44488495851783
P001561,Tablet,Apple,212.48,36,Currys,London,49,Online,0,0.0,17.87,46-55,0.1675463956839914,77.8211579175051,13.038654517032692
P001562,Charger,Apple,275.45,12,AO.com,London,60,Marketplace,0,0.0,26.14,56-65,0.1556307518171182,77.8211579175051,12.111365313979999
P001563,Refrigerator,Bosch,20.0,36,Currys,Scotland,66,Online,0,0.0,6.52,66+,0.1302033715921876,77.8211579175051,10.132577142067229
P001564,TV,Samsung,259.79,24,Currys,Scotland,50,Marketplace,1,123.15,21.05,46-55,0.1710393130944633,63.60374068527999,10.878740117048658
P001565,Washing Machine,LG,106.19,36,Argos,North West,59,In-store,0,0.0,11.81,56-65,0.1248795412646656,77.8211579175051,9.718270501423136
P001566,Phone,Samsung,387.15,12,John Lewis,West Midlands,61,In-store,0,0.0,30.15,56-65,0.1779803155480232,77.8211579175051,13.850634242470104
P001567,Washing Machine,Bosch,270.31,12,John Lewis,West Midlands,41,In-store,0,0.0,25.52,36-45,0.2833558821335505,77.8211579175051,22.051082850368996
P001568,Refrigerator,Bosch,216.54,36,AO.com,South East,25,In-store,0,0.0,16.01,18-25,0.4080369979824189,77.8211579175051,31.75391165617453
P001569,Headphones,Sony,168.27,36,AO.com,North West,22,In-store,0,0.0,10.73,18-25,0.3461398150964734,77.8211579175051,26.937001212158673
P001570,Washing Machine,Whirlpool,78.08,12,John Lewis,Scotland,65,Online,0,0.0,10.15,56-65,0.1429392804203831,77.8211579175051,11.123700314209177
P001571,Washing Machine,Whirlpool,143.98,36,AO.com,West Midlands,20,Online,0,0.0,18.44,18-25,0.3415330821870561,77.8211579175051,26.57849992293114
P001572,Laptop,Lenovo,413.56,24,AO.com,Scotland,58,In-store,0,0.0,36.13,56-65,0.1956314191680309,77.8211579175051,15.224263564700967
P001573,Charger,Anker,287.71,24,Currys,West Midlands,18,Marketplace,0,0.0,26.83,18-25,0.3866003666531155,77.8211579175051,30.085688184277473
P001574,Charger,Apple,244.16,24,John Lewis,South East,24,Marketplace,1,63.05,17.34,18-25,0.3573129199179991,54.5408904130315,19.488164808407888
P001575,Refrigerator,Samsung,83.94,12,Argos,North West,64,Online,0,0.0,8.64,56-65,0.1282936038843657,77.8211579175051,9.983956807691069
P001576,Washing Machine,Whirlpool,133.85,12,AO.com,South East,20,Marketplace,0,0.0,15.46,18-25,0.3266529617648427,77.8211579175051,25.42051172172258
P001577,Refrigerator,Bosch,86.19,24,AO.com,Wales,40,In-store,0,0.0,9.88,36-45,0.2714526436947959,77.8211579175051,21.124759052096955
P001578,TV,LG,254.17,36,Argos,Wales,45,In-store,0,0.0,22.08,36-45,0.2217402251527041,77.8211579175051,17.256081078271723
P001579,Phone,Samsung,434.25,12,Currys,West Midlands,53,Online,1,123.31,42.9,46-55,0.2382538940825219,105.41199644760908,25.11481863665583
P001580,Washing Machine,LG,94.44,24,Amazon UK,South East,58,Marketplace,0,0.0,10.55,56-65,0.1293089342702058,77.8211579175051,10.062970993985973
P001581,Headphones,Bose,368.92,24,Argos,North West,61,Marketplace,1,172.28,32.63,56-65,0.1585670712962712,62.2093551450748,9.864355252584133
P001582,Refrigerator,Samsung,45.21,12,John Lewis,North West,28,In-store,0,0.0,12.52,26-35,0.2389202297635146,77.8211579175051,18.593048930113074
P001583,Charger,Anker,126.06,12,Currys,North West,66,Online,0,0.0,13.35,66+,0.0992795607910066,77.8211579175051,7.726050378297472
P001584,TV,Samsung,90.52,24,Amazon UK,North West,22,Marketplace,0,0.0,11.25,18-25,0.2902710397640186,77.8211579175051,22.589228424354094
P001585,Tablet,Samsung,277.51,12,Currys,South East,47,In-store,0,0.0,22.55,46-55,0.237577812762471,77.8211579175051,18.488580484683716
P001586,Laptop,Lenovo,474.7,12,Argos,London,18,Online,0,0.0,37.24,18-25,0.5064371638348367,77.8211579175051,39.411526502084236
P001587,Laptop,Apple,397.28,36,Amazon UK,Wales,64,In-store,0,0.0,31.47,56-65,0.1845209439093847,77.8211579175051,14.359633515059329
P001588,Laptop,Apple,433.74,24,Amazon UK,South East,32,Marketplace,0,0.0,31.71,26-35,0.3971454104987404,77.8211579175051,30.906315706634867
P001589,Laptop,HP,399.14,36,Amazon UK,West Midlands,52,In-store,0,0.0,32.42,46-55,0.2989698900559475,77.8211579175051,23.26618302662303
P001590,Refrigerator,Samsung,202.53,24,Argos,North West,49,Online,0,0.0,13.64,46-55,0.1648871958486414,77.8211579175051,12.831712506711714
P001591,TV,Samsung,163.55,12,John Lewis,North West,36,Online,0,0.0,20.01,36-45,0.1848966425984634,77.8211579175051,14.388870822071521
P001592,Tablet,Apple,354.03,12,Amazon UK,South East,32,Online,0,0.0,29.76,26-35,0.2670414015001714,77.8211579175051,20.781471076656725
P001593,Washing Machine,LG,220.19,24,Currys,Wales,45,In-store,0,0.0,20.18,36-45,0.1978738088750752,77.8211579175051,15.398768928205449
P001594,Refrigerator,Samsung,181.34,36,Argos,Wales,54,Online,1,28.22,19.75,46-55,0.1664934564893418,61.345758402128304,10.213667357330422
P001595,Phone,Google,448.62,36,Argos,Wales,56,Marketplace,0,0.0,35.43,56-65,0.1664044594937983,77.8211579175051,12.94978772044396
P001596,Headphones,Sony,175.61,12,Currys,West Midlands,60,Online,0,0.0,16.76,56-65,0.1760924359908116,77.8211579175051,13.703717269319108
P001597,TV,LG,289.87,36,Currys,North West,21,In-store,0,0.0,25.4,18-25,0.2944504321792829,77.8211579175051,22.914473581501603
P001598,Phone,Apple,427.01,36,Argos,West Midlands,57,Online,0,0.0,33.74,56-65,0.1372488585582384,77.8211579175051,10.680865095857992
P001599,Tablet,Samsung,177.0,12,Amazon UK,London,47,Marketplace,0,0.0,20.3,46-55,0.2487123560306271,77.8211579175051,19.355083534694185
P001600,Washing Machine,Whirlpool,196.18,12,AO.com,Scotland,67,Online,1,43.72,17.77,66+,0.0981123294999928,71.67291670028392,7.031996819523792
P001601,Tablet,Samsung,22.06,36,AO.com,South East,23,Marketplace,0,0.0,8.56,18-25,0.3992989418283118,77.8211579175051,31.073906008313738
P001602,Laptop,HP,517.88,12,Amazon UK,West Midlands,38,Online,1,165.96,40.92,36-45,0.3765649250977473,132.38534203025696,49.85167640566337
P001603,Refrigerator,Whirlpool,295.34,24,Argos,West Midlands,23,Marketplace,0,0.0,28.15,18-25,0.4250610405478517,77.8211579175051,33.07874236105341
P001604,Charger,Belkin,177.6,12,Amazon UK,South East,36,Online,0,0.0,15.97,36-45,0.2423990635708618,77.8211579175051,18.863775805203396
P001605,Charger,Belkin,278.64,36,Argos,Wales,60,Online,0,0.0,22.83,56-65,0.141303929168047,77.8211579175051,10.99643538615054
P001606,Laptop,Apple,307.58,24,Amazon UK,London,37,Online,1,123.2,31.85,36-45,0.3262449287302216,141.41422027253526,46.13567221425313
P001607,Refrigerator,Samsung,77.82,24,John Lewis,North West,68,Marketplace,0,0.0,5.4,66+,0.0799074991060538,77.8211579175051,6.21849410672511
P001608,Charger,Belkin,170.45,36,Amazon UK,Scotland,41,In-store,1,42.38,20.12,36-45,0.2553579149070872,66.9554136192909,17.097594813563713
P001609,Headphones,Beats,147.4,12,Argos,Scotland,41,In-store,0,0.0,18.7,36-45,0.314796911515886,77.8211579175051,24.497860163020647
P001610,Refrigerator,Bosch,200.74,36,Amazon UK,West Midlands,34,Online,1,30.54,17.84,26-35,0.4074394861369415,72.75321469583756,29.642532410482634
P001611,TV,Panasonic,120.3,36,Amazon UK,London,21,Online,0,0.0,13.91,18-25,0.3605602012418433,77.8211579175051,28.059212359608907
P001612,Laptop,Dell,474.54,12,Argos,London,42,Online,0,0.0,41.76,36-45,0.3155884713001234,77.8211579175051,24.55946026199093
P001613,Headphones,Beats,407.0,24,Argos,Scotland,42,Online,0,0.0,35.63,36-45,0.3077745957413426,77.8211579175051,23.951375418183314
P001614,Laptop,Apple,459.43,36,John Lewis,Scotland,20,Marketplace,0,0.0,38.24,18-25,0.4271247566215155,77.8211579175051,33.239343135518894
P001615,Headphones,Sony,150.14,12,AO.com,Wales,25,Marketplace,0,0.0,17.87,18-25,0.3459426674153748,77.8211579175051,26.92165895133483
P001616,Phone,OnePlus,535.43,12,Currys,Scotland,56,Online,0,0.0,40.75,56-65,0.1706664783532787,77.8211579175051,13.281462963154969
P001617,Washing Machine,Whirlpool,126.2,24,Amazon UK,Wales,24,Marketplace,1,45.87,13.49,18-25,0.3395278086597159,59.96325288141238,20.35919185093434
P001618,Phone,OnePlus,372.86,24,John Lewis,West Midlands,22,Online,1,119.05,29.9,18-25,0.3856605133908096,123.26417916416224,47.53812661914755
P001619,Charger,Apple,125.48,12,Currys,West Midlands,39,Marketplace,0,0.0,14.22,36-45,0.2847970751350758,77.8211579175051,22.163238158530298
P001620,Tablet,Samsung,312.98,24,Currys,South East,66,Online,1,88.81,26.83,66+,0.1249849780804318,58.88477049535572,7.359711749633291
P001621,Tablet,Apple,140.92,36,AO.com,Wales,26,Marketplace,1,41.22,11.93,26-35,0.2304015224696261,65.23174857069404,15.029494184043763
P001622,Tablet,Samsung,163.79,24,AO.com,Scotland,31,Online,0,0.0,20.31,26-35,0.3549301286984179,77.8211579175051,27.621073595119988
P001623,Refrigerator,Samsung,173.57,36,Argos,South East,65,Marketplace,0,0.0,11.74,56-65,0.1393405552685871,77.8211579175051,10.843643355869565
P001624,Laptop,Apple,426.72,12,John Lewis,London,55,In-store,0,0.0,43.16,46-55,0.236308804315657,77.8211579175051,18.389824777945556
P001625,Laptop,Dell,244.64,12,John Lewis,London,18,Online,1,84.41,21.34,18-25,0.3972055222002326,119.78780719270117,47.580378509197644
P001626,Phone,Samsung,455.59,36,Argos,Scotland,53,Marketplace,1,49.89,34.91,46-55,0.2476394185277329,112.26387721864812,27.80096127609482
P001627,Refrigerator,Whirlpool,308.22,12,Amazon UK,Wales,18,In-store,1,82.6,19.36,18-25,0.3723598900925328,60.00481841122729,22.34338758862698
P001628,Phone,Samsung,263.19,36,Amazon UK,West Midlands,53,In-store,0,0.0,20.1,46-55,0.2507294527174915,77.8211579175051,19.512056334497533
P001629,Charger,Apple,220.94,12,AO.com,Wales,38,Online,0,0.0,18.78,36-45,0.2330470770632993,77.8211579175051,18.135993386355995
P001630,Laptop,HP,457.93,36,Currys,South East,55,Online,0,0.0,41.29,46-55,0.2683959147010497,77.8211579175051,20.886880862363615
P001631,Washing Machine,Bosch,330.33,24,Argos,West Midlands,66,Online,1,102.74,28.35,66+,0.1300658004671789,75.5671602554005,9.828703187650252
P001632,Charger,Apple,262.27,12,Amazon UK,London,29,Online,1,46.03,23.28,26-35,0.3474606939951706,56.765245756576086,19.72369168538634
P001633,Headphones,Sony,20.0,24,AO.com,Wales,19,Marketplace,1,20.0,2.11,18-25,0.3459426674153748,65.19332813144607,22.553153831478244
P001634,Headphones,Bose,290.09,24,John Lewis,North West,34,Marketplace,0,0.0,24.94,26-35,0.2887109330897058,77.8211579175051,22.467819116484247
P001635,Laptop,Apple,378.41,12,John Lewis,Scotland,60,Marketplace,0,0.0,31.58,56-65,0.1823389745906709,77.8211579175051,14.18983013613655
P001636,Washing Machine,Bosch,251.66,24,John Lewis,Scotland,33,Online,0,0.0,22.85,26-35,0.3332086532468942,77.8211579175051,25.930683223805755
P001637,Laptop,Lenovo,434.56,24,AO.com,London,51,In-store,0,0.0,30.74,46-55,0.2509466110733184,77.8211579175051,19.528955849199445
P001638,Charger,Apple,483.35,36,AO.com,Scotland,32,In-store,0,0.0,37.11,26-35,0.3224271149536308,77.8211579175051,25.091651429692075
P001639,Charger,Belkin,138.34,36,AO.com,North West,48,Marketplace,0,0.0,10.45,46-55,0.1607745635492415,77.8211579175051,12.511662699083482
P001640,Washing Machine,Whirlpool,236.41,12,Currys,London,58,Marketplace,0,0.0,25.42,56-65,0.1538637183171683,77.8211579175051,11.973852720934877
P001641,Washing Machine,Bosch,203.55,36,Amazon UK,Scotland,34,Online,0,0.0,18.26,26-35,0.3652310773492345,77.8211579175051,28.4227053467753
P001642,Washing Machine,Bosch,30.14,36,John Lewis,Wales,39,In-store,0,0.0,8.02,36-45,0.2519554522733346,77.8211579175051,19.607465039539594
P001643,Refrigerator,Whirlpool,347.8,24,Amazon UK,South East,63,Online,0,0.0,38.64,56-65,0.1651247716707547,77.8211579175051,12.850200932281775
P001644,Refrigerator,Bosch,174.18,12,John Lewis,West Midlands,43,In-store,0,0.0,14.31,36-45,0.3075828456333125,77.8211579175051,23.936453202745607
P001645,Washing Machine,Bosch,253.04,12,AO.com,North West,43,Online,0,0.0,23.85,36-45,0.2421342734472509,77.8211579175051,18.843169531178873
P001646,Tablet,Amazon,269.54,12,Argos,South East,18,Marketplace,1,47.53,22.53,18-25,0.3910596677073369,66.71983628617575,26.091437007559808
P001647,TV,LG,128.87,36,John Lewis,South East,26,Marketplace,0,0.0,15.45,26-35,0.2564290813591015,77.8211579175051,19.9556080350874
P001648,Laptop,Dell,510.32,36,John Lewis,Wales,60,In-store,0,0.0,45.05,56-65,0.1587939579800049,77.8211579175051,12.35752968030763
P001649,Washing Machine,Bosch,95.1,36,AO.com,West Midlands,41,In-store,0,0.0,8.98,36-45,0.2812371377190941,77.8211579175051,21.88619970670475
P001650,Headphones,Beats,355.82,24,Argos,South East,26,In-store,1,46.06,34.5,26-35,0.3777957042601192,56.7676074746227,21.44655824503709
P001651,TV,Sony,201.01,12,Argos,Scotland,40,Marketplace,0,0.0,14.66,36-45,0.2755905320506441,77.8211579175051,21.446774315282426
P001652,Washing Machine,Whirlpool,280.56,12,Argos,Wales,31,In-store,1,67.42,19.62,26-35,0.3073510204898599,53.420872943900505,16.418959814766968
P001653,Headphones,Sony,189.1,12,Currys,South East,63,Marketplace,0,0.0,18.34,56-65,0.1684203339613249,77.8211579175051,13.106665405723213
P001654,Charger,Belkin,176.36,36,Argos,West Midlands,36,In-store,0,0.0,16.99,36-45,0.2691240051556079,77.8211579175051,20.943541704606023
P001655,Phone,Apple,493.04,12,AO.com,Scotland,29,In-store,0,0.0,35.11,26-35,0.2468491202024667,77.8211579175051,19.21008436507336
P001656,Tablet,Samsung,28.19,12,John Lewis,South East,53,In-store,0,0.0,3.36,46-55,0.2230088398907938,77.8211579175051,17.354806146141076
P001657,Tablet,Amazon,20.0,12,Currys,Scotland,34,Online,0,0.0,6.24,26-35,0.3294446668768664,77.8211579175051,25.637765446104485
P001658,Laptop,Apple,205.29,36,Currys,South East,18,In-store,1,43.23,28.15,18-25,0.4463499783455028,118.01770150387809,52.67719851064199
P001659,Charger,Anker,100.56,12,Amazon UK,Scotland,69,Marketplace,0,0.0,11.43,66+,0.1142669731345233,77.8211579175051,8.89238816105705
P001660,Headphones,Sony,183.65,36,AO.com,South East,57,Marketplace,0,0.0,19.45,56-65,0.1569101941207358,77.8211579175051,12.210932995536163
P001661,Laptop,Apple,291.72,36,John Lewis,South East,69,Online,0,0.0,23.05,66+,0.1209345370626686,77.8211579175051,9.411265706434307
P001662,Tablet,Apple,173.87,36,Amazon UK,South East,20,Online,0,0.0,18.19,18-25,0.3056430715554737,77.8211579175051,23.785497737909832
P001663,Tablet,Samsung,264.6,12,AO.com,London,18,In-store,0,0.0,21.82,18-25,0.4147031356203535,77.8211579175051,32.272678205996066
P001664,TV,Samsung,140.02,24,Currys,South East,61,Marketplace,0,0.0,18.21,56-65,0.1292091662230039,77.8211579175051,10.055206929029554
P001665,Charger,Anker,206.45,36,John Lewis,South East,42,Marketplace,0,0.0,20.46,36-45,0.2423310437394885,77.8211579175051,18.85848242316457
P001666,TV,Samsung,110.4,12,Currys,London,21,Marketplace,0,0.0,14.45,18-25,0.3111358503131645,77.8211579175051,24.212952141018004
P001667,Headphones,Sony,245.54,36,Argos,London,58,In-store,0,0.0,19.74,56-65,0.1845605759179493,77.8211579175051,14.362717723856422
P001668,Tablet,Apple,232.13,24,AO.com,Wales,38,Marketplace,1,115.12,19.88,36-45,0.1863966485708712,67.38419671058922,12.560188433494154
P001669,Tablet,Apple,108.74,12,AO.com,London,20,Marketplace,0,0.0,12.59,18-25,0.2880216025214815,77.8211579175051,22.414174613477098
P001670,Refrigerator,Samsung,126.26,24,AO.com,North West,66,Online,0,0.0,11.34,66+,0.078340790050217,77.8211579175051,6.09657099388005
P001671,Washing Machine,LG,154.26,24,AO.com,West Midlands,61,In-store,0,0.0,16.13,56-65,0.1252164498642584,77.8211579175051,9.744489118755814
P001672,Washing Machine,Whirlpool,310.07,36,Argos,Scotland,68,Online,0,0.0,25.56,66+,0.1111148756456637,77.8211579175051,8.647088284605138
P001673,TV,LG,302.24,12,Amazon UK,South East,23,Marketplace,0,0.0,24.56,18-25,0.3217026856125085,77.8211579175051,25.03527549953652
P001674,Phone,Apple,405.5,24,Amazon UK,Wales,50,Marketplace,0,0.0,32.43,46-55,0.1548405211447395,77.8211579175051,12.049868648033561
P001675,Washing Machine,Whirlpool,184.8,24,John Lewis,North West,67,Marketplace,0,0.0,21.12,66+,0.0905670001911056,77.8211579175051,7.048028823986744
P001676,Tablet,Apple,160.74,12,Amazon UK,South East,62,In-store,0,0.0,16.89,56-65,0.1334556646555574,77.8211579175051,10.385674354145737
P001677,Laptop,Lenovo,321.51,36,Argos,West Midlands,22,Online,1,153.45,28.79,18-25,0.5214711405998899,120.14272084456928,62.65096167359171
P001678,Charger,Apple,279.6,24,AO.com,Scotland,40,Marketplace,0,0.0,26.51,36-45,0.2581824081199101,77.8211579175051,20.092053953821278
