Policy_ID,Device_Type,Brand,Retail_Price,Plan_Duration,Vendor,Region,Customer_Age,Sales_Channel,Claim_Made,Claim_Cost,Plan_Price,Age_Band
P001287,Refrigerator,Whirlpool,20.0,12,Amazon UK,London,19,In-store,1,20.0,8.63,18-25
P001288,Tablet,Samsung,136.24,36,AO.com,Scotland,68,Marketplace,0,0.0,15.39,66+
P001289,TV,Panasonic,232.04,36,Currys,South East,21,In-store,0,0.0,16.08,18-25
P001290,Phone,Google,206.67,36,AO.com,Scotland,52,Marketplace,0,0.0,19.12,46-55
P001291,Refrigerator,Bosch,108.83,12,Argos,South East,60,Online,0,0.0,13.73,56-65
P001292,Tablet,Samsung,258.43,12,Currys,West Midlands,50,Online,0,0.0,21.97,46-55
P001293,Phone,Apple,461.22,24,Argos,London,46,Marketplace,0,0.0,34.41,46-55
P001294,Washing Machine,Whirlpool,287.29,12,Currys,North West,59,Online,0,0.0,29.46,56-65
P001295,Headphones,Sony,57.39,12,Currys,London,66,In-store,0,0.0,11.11,66+
P001296,Tablet,Samsung,78.33,12,Argos,South East,68,In-store,0,0.0,12.94,66+
P001297,Tablet,Amazon,215.8,24,Amazon UK,Wales,37,Online,1,83.14,16.42,36-45
P001298,Washing Machine,LG,345.21,12,Argos,Scotland,22,Online,1,104.05,27.38,18-25
P001299,Washing Machine,Whirlpool,170.08,36,John Lewis,Wales,29,In-store,1,39.87,14.47,26-35
P001300,Tablet,Amazon,179.95,36,John Lewis,North West,20,In-store,0,0.0,15.16,18-25
P001301,Washing Machine,LG,81.31,24,AO.com,West Midlands,61,In-store,0,0.0,9.8,56-65
P001302,TV,Sony,240.43,12,Argos,South East,48,In-store,0,0.0,19.09,46-55
P001303,Phone,Apple,399.4,12,John Lewis,London,63,In-store,0,0.0,35.31,56-65
P001304,Washing Machine,LG,215.88,36,Amazon UK,West Midlands,60,Marketplace,0,0.0,18.24,56-65
P001305,Phone,Apple,400.02,24,Currys,Wales,23,Online,0,0.0,37.96,18-25
P001306,Refrigerator,Samsung,296.44,24,Argos,West Midlands,23,In-store,1,99.68,28.53,18-25
P001307,Washing Machine,LG,222.87,24,Argos,Scotland,66,In-store,0,0.0,21.61,66+
P001308,Refrigerator,Bosch,179.45,24,Argos,Wales,35,Marketplace,0,0.0,16.53,26-35
P001309,Headphones,Bose,248.93,24,AO.com,West Midlands,67,Marketplace,0,0.0,23.68,66+
P001310,TV,LG,87.74,24,Amazon UK,Scotland,51,Online,0,0.0,10.34,46-55
P001311,TV,Samsung,303.65,12,John Lewis,London,32,In-store,0,0.0,27.24,26-35
P001312,Laptop,Apple,414.03,36,Argos,South East,49,In-store,0,0.0,37.42,46-55
P001313,Phone,OnePlus,116.25,24,Argos,South East,59,In-store,0,0.0,11.25,56-65
P001314,Phone,Apple,443.74,36,Amazon UK,Wales,54,In-store,0,0.0,38.08,46-55
P001315,Charger,Belkin,142.73,24,AO.com,Scotland,43,In-store,0,0.0,12.59,36-45
P001316,Washing Machine,Whirlpool,20.0,24,AO.com,North West,22,In-store,0,0.0,10.92,18-25
P001317,TV,Panasonic,261.52,24,Argos,Wales,45,In-store,0,0.0,21.27,36-45
P001318,Laptop,Dell,108.57,12,John Lewis,West Midlands,67,Online,0,0.0,13.38,66+
P001319,TV,Panasonic,252.75,12,AO.com,Wales,50,In-store,0,0.0,31.0,46-55
P001320,Phone,Samsung,340.65,24,AO.com,Scotland,66,In-store,1,156.04,30.88,66+
P001321,TV,Samsung,128.11,36,Amazon UK,London,46,Online,0,0.0,14.58,46-55
P001322,Washing Machine,LG,185.98,24,Amazon UK,Scotland,43,Marketplace,0,0.0,21.81,36-45
P001323,Charger,Apple,270.34,12,AO.com,West Midlands,40,In-store,0,0.0,30.39,36-45
P001324,TV,LG,67.98,24,Currys,London,26,Marketplace,0,0.0,9.24,26-35
P001325,Refrigerator,Samsung,271.84,36,Amazon UK,Scotland,68,Marketplace,1,77.26,23.14,66+
P001326,Laptop,HP,306.33,12,Currys,West Midlands,59,Marketplace,1,54.07,29.32,56-65
P001327,Headphones,Bose,107.64,36,Argos,South East,56,Marketplace,0,0.0,13.14,56-65
P001328,Tablet,Samsung,182.13,36,Currys,Scotland,18,In-store,1,21.01,20.33,18-25
P001329,Tablet,Samsung,225.13,36,Argos,North West,30,In-store,0,0.0,20.55,26-35
P001330,Headphones,Sony,165.01,24,Currys,Scotland,41,Online,0,0.0,19.24,36-45
P001331,Laptop,Apple,513.02,36,Argos,Wales,63,Marketplace,1,133.02,41.27,56-65
P001332,Laptop,Apple,320.0,24,Amazon UK,North West,49,In-store,0,0.0,26.59,46-55
P001333,Phone,Apple,495.13,24,Amazon UK,North West,43,In-store,1,174.63,43.48,36-45
P001334,Washing Machine,LG,279.09,24,Amazon UK,South East,65,Online,0,0.0,20.05,56-65
P001335,Tablet,Amazon,295.94,12,Amazon UK,Scotland,26,Marketplace,0,0.0,25.48,26-35
P001336,TV,Panasonic,207.4,24,Amazon UK,West Midlands,61,Online,0,0.0,20.99,56-65
P001337,Tablet,Amazon,254.77,36,AO.com,South East,63,Online,0,0.0,21.44,56-65
P001338,Headphones,Beats,276.92,36,Currys,West Midlands,28,In-store,0,0.0,18.45,26-35
P001339,Headphones,Bose,308.41,36,AO.com,South East,48,Online,0,0.0,28.76,46-55
P001340,Phone,Google,411.18,36,AO.com,North West,56,Marketplace,0,0.0,34.92,56-65
P001341,Tablet,Samsung,186.73,12,Currys,South East,38,Marketplace,0,0.0,15.7,36-45
P001342,Headphones,Sony,199.81,36,AO.com,London,67,In-store,0,0.0,16.82,66+
P001343,Refrigerator,Bosch,266.28,12,Currys,West Midlands,58,Online,0,0.0,20.5,56-65
P001344,Phone,OnePlus,447.34,36,Amazon UK,Scotland,30,Marketplace,0,0.0,34.06,26-35
P001345,Charger,Anker,219.48,24,Argos,South East,52,Marketplace,0,0.0,20.94,46-55
P001346,TV,Samsung,134.89,36,Currys,South East,30,Marketplace,0,0.0,15.31,26-35
P001347,Refrigerator,Samsung,109.91,36,Amazon UK,South East,37,Online,0,0.0,17.51,36-45
P001348,Tablet,Amazon,171.49,12,Argos,South East,25,Marketplace,0,0.0,20.06,18-25
P001349,Laptop,HP,454.8,12,Currys,West Midlands,69,In-store,0,0.0,38.59,66+
P001350,Refrigerator,Whirlpool,162.98,24,John Lewis,South East,26,Online,0,0.0,16.5,26-35
P001351,Laptop,Apple,387.17,12,AO.com,Scotland,49,Marketplace,1,141.75,28.31,46-55
P001352,Laptop,Apple,478.12,12,John Lewis,London,41,In-store,1,97.23,34.55,36-45
P001353,Laptop,Lenovo,217.04,12,AO.com,West Midlands,22,Online,0,0.0,16.64,18-25
P001354,Headphones,Beats,174.72,36,Amazon UK,Scotland,35,Online,0,0.0,17.99,26-35
P001355,Phone,OnePlus,510.56,36,John Lewis,Wales,50,Online,1,154.34,42.95,46-55
P001356,Tablet,Amazon,205.04,24,AO.com,Wales,37,In-store,0,0.0,21.26,36-45
P001357,Phone,Google,340.63,24,Currys,Scotland,35,In-store,0,0.0,32.17,26-35
P001358,Headphones,Bose,227.91,36,Currys,London,35,In-store,0,0.0,21.83,26-35
P001359,Washing Machine,Bosch,213.23,12,Currys,North West,36,Marketplace,0,0.0,20.69,36-45
P001360,Phone,Apple,393.31,12,Argos,West Midlands,37,In-store,0,0.0,36.9,36-45
P001361,Phone,Apple,421.96,24,Currys,London,47,In-store,0,0.0,33.61,46-55
P001362,Charger,Apple,194.81,24,Amazon UK,South East,33,Marketplace,0,0.0,18.23,26-35
P001363,Laptop,HP,324.91,12,AO.com,West Midlands,67,Marketplace,0,0.0,21.61,66+
P001364,TV,Panasonic,116.68,24,Currys,Wales,23,Online,0,0.0,11.41,18-25
P001365,Laptop,Lenovo,326.1,36,Argos,Wales,45,In-store,0,0.0,29.78,36-45
P001366,Charger,Apple,193.45,36,John Lewis,South East,56,Marketplace,0,0.0,13.73,56-65
P001367,Charger,Anker,61.11,36,AO.com,North West,51,In-store,0,0.0,10.18,46-55
P001368,Washing Machine,Whirlpool,332.47,12,AO.com,Wales,24,Online,0,0.0,27.81,18-25
P001369,Refrigerator,Samsung,106.03,24,Argos,London,48,In-store,0,0.0,15.89,46-55
P001370,Refrigerator,Samsung,214.38,24,Argos,Scotland,53,In-store,0,0.0,14.79,46-55
P001371,Refrigerator,Samsung,193.74,36,Amazon UK,Wales,49,Marketplace,0,0.0,19.29,46-55
P001372,Headphones,Sony,20.0,36,Currys,Scotland,25,In-store,0,0.0,5.13,18-25
P001373,Phone,OnePlus,362.16,12,Currys,London,45,In-store,0,0.0,30.79,36-45
P001374,Phone,Google,405.05,24,AO.com,London,40,Marketplace,0,0.0,37.82,36-45
P001375,Washing Machine,LG,374.56,24,Argos,South East,54,Marketplace,0,0.0,33.98,46-55
P001376,Tablet,Amazon,119.36,12,Argos,Wales,19,Online,0,0.0,13.58,18-25
P001377,Refrigerator,Whirlpool,339.7,12,AO.com,West Midlands,55,Marketplace,0,0.0,31.69,46-55
P001378,Headphones,Sony,184.36,24,AO.com,Scotland,19,Online,0,0.0,22.12,18-25
P001379,Headphones,Bose,229.6,12,John Lewis,Scotland,67,Marketplace,0,0.0,22.25,66+
P001380,Tablet,Apple,251.91,24,John Lewis,Wales,20,Marketplace,0,0.0,19.7,18-25
P001381,Refrigerator,Samsung,132.28,12,Currys,Wales,39,Marketplace,0,0.0,15.51,36-45
P001382,TV,Sony,254.9,24,Currys,London,45,In-store,0,0.0,23.82,36-45
P001383,Charger,Anker,219.09,12,Argos,South East,54,In-store,0,0.0,20.23,46-55
P001384,Phone,Apple,362.1,12,John Lewis,South East,66,In-store,0,0.0,24.74,66+
P001385,Headphones,Bose,204.46,12,AO.com,North West,39,Marketplace,0,0.0,23.08,36-45
P001386,Phone,Apple,418.45,12,John Lewis,Scotland,19,Online,0,0.0,37.25,18-25
P001387,Laptop,Dell,265.99,36,John Lewis,North West,24,Marketplace,0,0.0,24.92,18-25
P001388,Phone,OnePlus,260.58,36,Amazon UK,North West,49,In-store,1,62.67,21.01,46-55
P001389,Refrigerator,Bosch,158.56,12,Amazon UK,London,35,Online,0,0.0,16.03,26-35
P001390,Refrigerator,Samsung,197.16,24,Amazon UK,Scotland,57,In-store,1,42.34,20.23,56-65
P001391,Tablet,Apple,263.25,12,John Lewis,South East,60,Online,0,0.0,22.0,56-65
P001392,Phone,OnePlus,322.82,36,John Lewis,London,51,Marketplace,0,0.0,32.43,46-55
P001393,Laptop,Apple,486.64,36,John Lewis,West Midlands,59,Online,0,0.0,36.76,56-65
P001394,Washing Machine,Whirlpool,98.7,12,John Lewis,South East,41,Marketplace,0,0.0,6.85,36-45
P001395,Laptop,Apple,433.45,24,AO.com,Scotland,21,In-store,0,0.0,37.37,18-25
P001396,Laptop,Apple,467.09,12,Currys,Wales,47,Online,0,0.0,39.51,46-55
P001397,Tablet,Amazon,170.61,36,Argos,London,54,Online,0,0.0,17.06,46-55
P001398,Headphones,Sony,109.85,36,AO.com,Scotland,56,Online,0,0.0,14.5,56-65
P001399,Laptop,Dell,310.39,24,Currys,Wales,21,In-store,0,0.0,27.64,18-25
P001400,Tablet,Amazon,204.87,12,Argos,South East,55,In-store,1,20.0,15.53,46-55
P001401,Headphones,Beats,221.14,36,AO.com,London,59,Online,1,56.83,17.46,56-65
P001402,Tablet,Samsung,20.0,36,Amazon UK,West Midlands,40,Online,1,20.0,6.69,36-45
P001403,Charger,Belkin,110.1,12,Currys,South East,26,Marketplace,1,20.5,13.8,26-35
P001404,Laptop,Dell,465.28,36,Argos,South East,61,Online,0,0.0,40.22,56-65
P001405,Headphones,Sony,167.71,36,AO.com,Scotland,44,Online,0,0.0,18.52,36-45
P001406,Charger,Apple,309.65,24,John Lewis,West Midlands,45,Marketplace,0,0.0,20.1,36-45
P001407,Phone,Google,354.02,12,Argos,Wales,27,Marketplace,0,0.0,31.41,26-35
P001408,Phone,Samsung,262.02,36,Amazon UK,North West,35,Marketplace,1,80.91,24.51,26-35
P001409,Charger,Belkin,200.07,12,Currys,Scotland,60,Online,0,0.0,22.6,56-65
P001410,Charger,Apple,324.47,36,Amazon UK,West Midlands,46,In-store,0,0.0,32.96,46-55
P001411,Phone,OnePlus,504.01,24,Currys,North West,54,Online,0,0.0,43.49,46-55
P001412,Washing Machine,LG,232.73,24,AO.com,West Midlands,57,Online,0,0.0,19.1,56-65
P001413,Tablet,Apple,201.48,24,Currys,West Midlands,69,In-store,0,0.0,22.28,66+
P001414,Tablet,Amazon,219.81,12,Argos,West Midlands,25,In-store,1,41.01,19.93,18-25
P001415,TV,Panasonic,252.3,36,Argos,North West,37,In-store,0,0.0,22.28,36-45
P001416,Headphones,Sony,301.02,12,Amazon UK,West Midlands,63,Online,0,0.0,22.44,56-65
P001417,Charger,Belkin,303.38,36,Currys,North West,25,In-store,0,0.0,24.17,18-25
P001418,Headphones,Sony,93.68,12,AO.com,North West,25,In-store,0,0.0,12.8,18-25
P001419,TV,Samsung,52.8,24,Argos,Scotland,49,Online,0,0.0,4.57,46-55
P001420,Phone,OnePlus,576.3,24,AO.com,South East,46,Marketplace,0,0.0,44.97,46-55
P001421,Phone,Google,414.49,36,John Lewis,South East,38,Online,0,0.0,34.86,36-45
P001422,TV,Samsung,224.99,24,AO.com,West Midlands,68,In-store,0,0.0,19.06,66+
P001423,Laptop,HP,190.06,24,Currys,North West,63,Online,0,0.0,20.35,56-65
P001424,Charger,Apple,77.09,24,AO.com,South East,28,In-store,0,0.0,13.77,26-35
P001425,TV,Panasonic,231.27,12,Amazon UK,West Midlands,56,Online,0,0.0,26.54,56-65
P001426,Washing Machine,LG,346.56,12,Amazon UK,West Midlands,47,Marketplace,0,0.0,27.83,46-55
P001427,Tablet,Apple,230.88,36,Argos,South East,55,In-store,0,0.0,19.04,46-55
P001428,Refrigerator,Samsung,126.58,12,Argos,South East,39,Online,0,0.0,13.44,36-45
P001429,TV,Samsung,92.96,36,Argos,Scotland,56,Marketplace,0,0.0,14.25,56-65
P001430,Refrigerator,Whirlpool,207.66,12,AO.com,South East,59,Online,0,0.0,18.0,56-65
P001431,Refrigerator,Bosch,258.82,24,Currys,Scotland,51,Online,1,75.89,21.69,46-55
P001432,Headphones,Beats,218.92,24,Amazon UK,West Midlands,41,Online,1,113.25,22.42,36-45
P001433,TV,LG,278.83,24,John Lewis,London,32,In-store,0,0.0,22.61,26-35
P001434,Phone,Apple,528.81,24,AO.com,Scotland,29,Marketplace,0,0.0,42.06,26-35
P001435,Refrigerator,Whirlpool,242.91,36,AO.com,North West,31,Online,0,0.0,18.29,26-35
P001436,Headphones,Bose,223.25,12,Amazon UK,South East,45,Marketplace,0,0.0,23.33,36-45
P001437,Washing Machine,Bosch,279.23,24,Amazon UK,South East,24,Online,0,0.0,25.43,18-25
P001438,Headphones,Beats,362.39,12,Currys,West Midlands,54,Marketplace,1,122.6,36.02,46-55
P001439,TV,Panasonic,107.2,36,Currys,North West,69,Online,0,0.0,12.46,66+
P001440,TV,Sony,20.0,24,Currys,North West,65,Marketplace,0,0.0,6.05,56-65
P001441,TV,Panasonic,280.99,12,AO.com,West Midlands,46,In-store,0,0.0,24.99,46-55
P001442,Headphones,Beats,230.24,24,AO.com,West Midlands,25,In-store,0,0.0,23.24,18-25
P001443,Charger,Apple,201.95,24,John Lewis,North West,43,In-store,0,0.0,17.42,36-45
P001444,Tablet,Samsung,145.75,36,John Lewis,Wales,32,Marketplace,0,0.0,9.5,26-35
P001445,Washing Machine,LG,75.01,12,Currys,West Midlands,42,Online,0,0.0,8.29,36-45
P001446,Refrigerator,Whirlpool,284.27,36,Argos,Scotland,61,Online,0,0.0,21.36,56-65
P001447,Charger,Belkin,178.03,24,John Lewis,Scotland,35,Marketplace,0,0.0,17.35,26-35
P001448,TV,LG,350.14,12,Argos,South East,69,Online,0,0.0,34.14,66+
P001449,Laptop,Lenovo,408.54,36,John Lewis,North West,37,Online,0,0.0,28.4,36-45
P001450,Refrigerator,Bosch,222.15,24,Argos,Wales,25,In-store,1,68.57,19.28,18-25
P001451,Charger,Belkin,249.19,36,Currys,Scotland,57,Online,0,0.0,22.57,56-65
P001452,Washing Machine,Whirlpool,276.33,12,Amazon UK,South East,67,Marketplace,1,39.9,18.88,66+
P001453,TV,Sony,129.42,36,Argos,Scotland,63,In-store,0,0.0,14.44,56-65
P001454,Phone,OnePlus,374.98,12,AO.com,South East,55,Online,0,0.0,36.94,46-55
P001455,Headphones,Sony,187.58,12,Currys,West Midlands,62,Online,0,0.0,20.25,56-65
P001456,Tablet,Amazon,319.07,24,AO.com,South East,27,Marketplace,0,0.0,28.01,26-35
P001457,Phone,Samsung,541.1,24,Currys,London,64,Marketplace,1,106.6,43.02,56-65
P001458,Refrigerator,Samsung,92.63,24,AO.com,South East,36,In-store,0,0.0,11.73,36-45
P001459,Washing Machine,Whirlpool,83.82,12,Amazon UK,South East,64,In-store,0,0.0,5.68,56-65
P001460,Headphones,Sony,264.5,36,Argos,North West,65,Online,0,0.0,23.48,56-65
P001461,Tablet,Amazon,148.83,24,AO.com,South East,62,In-store,0,0.0,13.1,56-65
P001462,Laptop,HP,261.94,24,Currys,North West,53,Online,0,0.0,22.03,46-55
P001463,Tablet,Amazon,179.27,12,Amazon UK,South East,24,Marketplace,0,0.0,20.29,18-25
P001464,TV,Panasonic,134.97,36,AO.com,London,50,Online,1,48.73,10.62,46-55
P001465,Headphones,Bose,294.85,12,Amazon UK,West Midlands,45,In-store,1,101.31,28.17,36-45
P001466,Charger,Apple,239.26,24,John Lewis,London,48,Online,1,82.63,25.79,46-55
P001467,Phone,Apple,471.2,36,Argos,Scotland,56,Marketplace,1,120.41,36.31,56-65
P001468,Tablet,Apple,263.21,36,Amazon UK,West Midlands,33,Marketplace,0,0.0,21.56,26-35
P001469,Headphones,Bose,225.24,36,AO.com,North West,36,In-store,0,0.0,22.11,36-45
P001470,Refrigerator,Whirlpool,295.22,12,Amazon UK,North West,58,Online,1,77.54,25.29,56-65
P001471,Refrigerator,Bosch,178.86,36,Amazon UK,Scotland,23,Online,0,0.0,17.93,18-25
P001472,Laptop,Apple,372.38,36,Amazon UK,London,21,Online,0,0.0,30.95,18-25
P001473,TV,Samsung,24.52,12,Argos,Wales,42,In-store,0,0.0,3.27,36-45
P001474,Washing Machine,Whirlpool,276.13,24,Currys,London,27,In-store,0,0.0,25.15,26-35
P001475,Refrigerator,Bosch,20.0,36,Argos,Wales,37,Marketplace,0,0.0,7.72,36-45
P001476,Refrigerator,Samsung,24.96,24,John Lewis,Wales,63,In-store,0,0.0,3.77,56-65
P001477,Charger,Belkin,144.63,24,Currys,Wales,39,Marketplace,0,0.0,19.23,36-45
P001478,TV,LG,100.1,36,John Lewis,London,30,Online,0,0.0,15.69,26-35
P001479,Charger,Belkin,121.31,24,AO.com,South East,56,Marketplace,0,0.0,14.15,56-65
P001480,Washing Machine,Whirlpool,155.37,12,Argos,South East,33,Online,0,0.0,17.88,26-35
P001481,Headphones,Bose,180.61,24,Argos,South East,20,In-store,1,58.78,15.78,18-25
P001482,Refrigerator,Whirlpool,119.81,36,Amazon UK,Wales,50,Marketplace,0,0.0,6.02,46-55
P001483,Washing Machine,Bosch,126.09,24,Amazon UK,West Midlands,31,Online,0,0.0,9.97,26-35
P001484,Laptop,Dell,502.94,12,John Lewis,London,47,In-store,0,0.0,39.2,46-55
P001485,TV,Sony,230.27,12,AO.com,West Midlands,57,Marketplace,0,0.0,21.73,56-65
P001486,Phone,Google,229.08,36,John Lewis,South East,28,In-store,0,0.0,24.72,26-35
P001487,Charger,Apple,31.0,24,Currys,Wales,23,Marketplace,1,20.0,5.27,18-25
P001488,Tablet,Apple,258.61,12,Currys,West Midlands,44,In-store,0,0.0,23.98,36-45
P001489,Charger,Belkin,149.3,36,Amazon UK,Wales,41,In-store,0,0.0,11.42,36-45
P001490,Laptop,Lenovo,365.28,24,Argos,London,41,In-store,0,0.0,29.35,36-45
P001491,Headphones,Beats,20.0,36,Argos,West Midlands,59,In-store,0,0.0,5.78,56-65
P001492,Phone,Samsung,342.76,24,AO.com,London,67,In-store,0,0.0,25.83,66+
P001493,Tablet,Samsung,174.31,36,Argos,West Midlands,50,In-store,1,91.22,14.54,46-55
P001494,TV,Panasonic,142.67,36,AO.com,Wales,19,In-store,1,21.31,14.91,18-25
P001495,Headphones,Bose,345.63,24,Amazon UK,London,20,Marketplace,0,0.0,24.01,18-25
P001496,TV,Sony,198.2,24,Argos,South East,45,Marketplace,1,75.7,20.15,36-45
P001497,Washing Machine,Bosch,103.42,12,AO.com,West Midlands,57,In-store,0,0.0,10.62,56-65
P001498,Phone,Google,281.19,24,Argos,South East,47,Online,0,0.0,24.9,46-55
P001499,Headphones,Sony,261.2,12,Currys,Scotland,18,Online,1,33.29,27.08,18-25
P001500,Tablet,Samsung,152.14,24,AO.com,Wales,38,In-store,1,63.76,13.19,36-45
P001501,Laptop,Dell,509.21,24,AO.com,South East,22,Online,0,0.0,39.0,18-25
P001502,Laptop,Apple,426.37,24,AO.com,South East,33,Marketplace,0,0.0,38.51,26-35
P001503,Phone,Apple,436.1,12,John Lewis,West Midlands,33,Online,0,0.0,30.69,26-35
P001504,Tablet,Amazon,235.18,12,AO.com,North West,52,Online,0,0.0,23.03,46-55
P001505,Laptop,Apple,252.95,24,Currys,London,60,Online,0,0.0,18.92,56-65
P001506,Tablet,Amazon,257.12,12,Currys,London,29,Marketplace,0,0.0,24.69,26-35
P001507,Phone,OnePlus,427.7,36,John Lewis,Wales,49,Online,0,0.0,39.01,46-55
P001508,Refrigerator,Bosch,324.65,24,Argos,North West,59,Online,0,0.0,22.93,56-65
P001509,Laptop,Apple,557.37,36,Amazon UK,West Midlands,69,Marketplace,0,0.0,45.39,66+
P001510,Charger,Anker,309.11,36,AO.com,Scotland,18,In-store,1,83.75,32.68,18-25
P001511,Phone,Samsung,456.23,36,Currys,West Midlands,57,Online,0,0.0,28.25,56-65
P001512,Headphones,Bose,191.5,24,Argos,West Midlands,35,Online,1,52.52,21.65,26-35
P001513,Phone,Apple,387.1,12,Currys,West Midlands,24,Online,0,0.0,29.54,18-25
P001514,Tablet,Samsung,293.25,36,AO.com,Scotland,56,In-store,0,0.0,26.19,56-65
P001515,Washing Machine,Bosch,390.73,12,Argos,Scotland,43,In-store,1,61.11,32.46,36-45
P001516,Charger,Apple,165.59,24,Currys,Wales,19,Marketplace,1,24.67,15.93,18-25
P001517,Tablet,Amazon,180.63,24,AO.com,London,21,Online,1,63.95,15.06,18-25
P001518,Refrigerator,Bosch,255.93,36,Currys,Wales,41,Online,1,104.53,23.55,36-45
P001519,Headphones,Sony,219.84,24,John Lewis,South East,38,In-store,0,0.0,20.36,36-45
P001520,Tablet,Amazon,141.93,12,AO.com,Scotland,58,Online,0,0.0,15.95,56-65
P001521,Phone,Samsung,357.93,12,Amazon UK,South East,51,Online,1,92.23,27.04,46-55
P001522,Refrigerator,Samsung,102.38,12,Currys,London,68,Online,0,0.0,18.84,66+
P001523,Phone,Google,563.77,12,AO.com,Scotland,53,Online,0,0.0,43.42,46-55
P001524,Tablet,Apple,277.08,36,John Lewis,Scotland,65,In-store,0,0.0,28.14,56-65
P001525,Charger,Belkin,242.12,24,Amazon UK,London,55,Online,0,0.0,22.73,46-55
P001526,Laptop,Lenovo,397.52,12,Amazon UK,Wales,59,In-store,0,0.0,37.36,56-65
P001527,TV,LG,20.0,12,Amazon UK,London,32,In-store,0,0.0,8.24,26-35
P001528,Tablet,Samsung,237.55,24,Currys,Scotland,58,In-store,1,75.87,24.91,56-65
P001529,Headphones,Beats,26.49,12,Argos,West Midlands,37,In-store,0,0.0,4.06,36-45
P001530,Charger,Anker,165.12,36,Argos,North West,66,In-store,0,0.0,10.68,66+
P001531,Washing Machine,Whirlpool,385.79,36,John Lewis,South East,49,In-store,0,0.0,35.48,46-55
P001532,Laptop,HP,536.32,36,Currys,Wales,64,In-store,1,144.61,43.3,56-65
P001533,Washing Machine,LG,326.1,36,Currys,North West,67,Online,0,0.0,27.49,66+
P001534,Charger,Anker,344.18,12,AO.com,Scotland,54,In-store,0,0.0,31.28,46-55
P001535,Charger,Anker,205.95,12,John Lewis,West Midlands,20,Marketplace,1,114.76,12.67,18-25
P001536,Washing Machine,Bosch,260.87,12,AO.com,West Midlands,19,Marketplace,0,0.0,21.59,18-25
P001537,Charger,Apple,276.22,36,AO.com,West Midlands,32,Marketplace,0,0.0,22.97,26-35
P001538,Refrigerator,Samsung,160.0,12,Currys,Scotland,28,In-store,0,0.0,13.11,26-35
P001539,Charger,Anker,164.49,24,Argos,West Midlands,21,In-store,0,0.0,12.62,18-25
P001540,Charger,Belkin,306.42,24,Amazon UK,West Midlands,64,Online,1,82.86,26.76,56-65
P001541,Phone,OnePlus,414.93,12,John Lewis,Wales,66,Online,0,0.0,39.25,66+
P001542,Laptop,HP,406.01,24,Argos,Scotland,42,Marketplace,1,96.26,34.01,36-45
P001543,Washing Machine,Whirlpool,206.23,36,Currys,South East,40,In-store,0,0.0,17.0,36-45
P001544,Tablet,Amazon,85.76,24,AO.com,Scotland,26,Online,1,20.0,8.45,26-35
P001545,Laptop,Dell,400.63,24,Currys,West Midlands,38,Marketplace,0,0.0,29.42,36-45
P001546,Washing Machine,LG,103.64,12,Argos,South East,65,In-store,0,0.0,14.02,56-65
P001547,Laptop,Lenovo,332.56,36,Amazon UK,London,45,In-store,0,0.0,31.76,36-45
P001548,Charger,Belkin,211.66,24,AO.com,North West,64,Marketplace,1,51.43,16.28,56-65
P001549,Headphones,Sony,203.39,36,Currys,West Midlands,58,Marketplace,1,36.81,18.7,56-65
P001550,Headphones,Bose,265.59,24,AO.com,South East,51,Marketplace,0,0.0,24.0,46-55
P001551,Phone,Apple,540.89,12,AO.com,London,42,Online,0,0.0,38.92,36-45
P001552,TV,Panasonic,279.33,24,AO.com,West Midlands,39,In-store,0,0.0,25.81,36-45
P001553,Charger,Anker,235.95,36,AO.com,Scotland,47,Marketplace,0,0.0,19.42,46-55
P001554,Washing Machine,Whirlpool,104.59,36,AO.com,West Midlands,28,Marketplace,1,35.19,18.37,26-35
P001555,Charger,Anker,182.4,36,Currys,Scotland,69,Marketplace,0,0.0,18.36,66+
P001556,Washing Machine,Bosch,155.82,36,John Lewis,South East,26,Marketplace,0,0.0,16.24,26-35
P001557,Washing Machine,LG,298.19,12,John Lewis,London,43,Marketplace,0,0.0,22.98,36-45
P001558,Charger,Belkin,184.56,24,Currys,Wales,36,Marketplace,0,0.0,15.34,36-45
P001559,Charger,Anker,138.25,36,Argos,West Midlands,45,Online,0,0.0,14.45,36-45
P001560,Laptop,Lenovo,203.27,24,John Lewis,North West,26,Online,1,60.55,18.25,26-35
P001561,Tablet,Apple,212.48,36,Currys,London,49,Online,0,0.0,17.87,46-55
P001562,Charger,Apple,275.45,12,AO.com,London,60,Marketplace,0,0.0,26.14,56-65
P001563,Refrigerator,Bosch,20.0,36,Currys,Scotland,66,Online,0,0.0,6.52,66+
P001564,TV,Samsung,259.79,24,Currys,Scotland,50,Marketplace,1,123.15,21.05,46-55
P001565,Washing Machine,LG,106.19,36,Argos,North West,59,In-store,0,0.0,11.81,56-65
P001566,Phone,Samsung,387.15,12,John Lewis,West Midlands,61,In-store,0,0.0,30.15,56-65
P001567,Washing Machine,Bosch,270.31,12,John Lewis,West Midlands,41,In-store,0,0.0,25.52,36-45
P001568,Refrigerator,Bosch,216.54,36,AO.com,South East,25,In-store,0,0.0,16.01,18-25
P001569,Headphones,Sony,168.27,36,AO.com,North West,22,In-store,0,0.0,10.73,18-25
P001570,Washing Machine,Whirlpool,78.08,12,John Lewis,Scotland,65,Online,0,0.0,10.15,56-65
P001571,Washing Machine,Whirlpool,143.98,36,AO.com,West Midlands,20,Online,0,0.0,18.44,18-25
