Policy_ID,Device_Type,Brand,Retail_Price,Plan_Duration,Vendor,Region,Customer_Age,Sales_Channel,Claim_Made,Claim_Cost,Plan_Price,Age_Band,Predicted_Claim_Frequency,Predicted_Claim_Severity,Technical_Premium,Final_Premium_Base,Final_Premium_YoungLoad,Final_Premium_TabletDisc,Final_Premium
P000839,Headphones,Sony,129.29,36,Argos,London,21,In-store,0,0.0,10.74,18-25,0.4323288054451639,77.8211579175051,33.64432824083444,42.055410301043054,46.26095133114736,46.26095133114736,46.26095133114736
P000840,Laptop,HP,492.4,24,Currys,Scotland,42,Online,1,154.88,41.32,36-45,0.3561284754921756,125.60003112497976,44.72974760630885,55.91218450788606,55.91218450788606,55.91218450788606,55.91218450788606
P000841,Washing Machine,Whirlpool,222.65,12,Currys,South East,38,In-store,0,0.0,21.35,36-45,0.2503827630935713,77.8211579175051,19.485076546526084,24.356345683157606,24.356345683157606,24.356345683157606,24.356345683157606
P000842,Phone,Samsung,217.94,36,Amazon UK,West Midlands,32,Online,1,71.27,21.5,26-35,0.3903597323530109,105.88539555321168,41.3333946682444,51.666743335305505,51.666743335305505,51.666743335305505,51.666743335305505
P000843,Refrigerator,Samsung,135.6,12,Currys,Wales,42,Marketplace,0,0.0,14.86,36-45,0.2057984276288085,77.8211579175051,16.015471935675752,20.01933991959469,20.01933991959469,20.01933991959469,20.01933991959469
P000844,TV,Panasonic,99.13,12,Argos,North West,66,Online,0,0.0,9.2,66+,0.0989823391642716,77.8211579175051,7.70292024714683,9.628650308933537,9.628650308933537,9.628650308933537,9.628650308933537
P000845,TV,Panasonic,218.85,36,Amazon UK,Scotland,52,Online,0,0.0,22.52,46-55,0.198209139472466,77.8211579175051,15.42486474357957,19.281080929474463,19.281080929474463,19.281080929474463,19.281080929474463
P000846,Charger,Anker,228.87,36,Currys,Wales,67,Online,0,0.0,23.46,66+,0.100246699871175,77.8211579175051,7.801314261383449,9.751642826729311,9.751642826729311,9.751642826729311,9.751642826729311
P000847,Headphones,Beats,128.45,36,John Lewis,North West,62,In-store,0,0.0,11.8,56-65,0.1530721487685711,77.8211579175051,11.912251862090804,14.890314827613505,14.890314827613505,14.890314827613505,14.890314827613505
P000848,TV,Sony,175.16,24,Amazon UK,Scotland,55,In-store,0,0.0,17.71,46-55,0.2107532353096575,77.8211579175051,16.40106080665797,20.50132600832246,20.50132600832246,20.50132600832246,20.50132600832246
P000849,Refrigerator,Whirlpool,132.06,24,Amazon UK,Wales,18,Online,1,52.67,15.2,18-25,0.3640534911592888,66.01986018113082,24.034760584788792,30.043450730985988,33.047795804084586,33.047795804084586,33.047795804084586
P000850,Phone,Google,443.48,12,John Lewis,London,30,In-store,0,0.0,35.08,26-35,0.3343309729623091,77.8211579175051,26.01802344361299,32.52252930451624,32.52252930451624,32.52252930451624,32.52252930451624
P000851,Headphones,Beats,233.42,24,Currys,London,45,Marketplace,1,66.4,15.62,36-45,0.2947327169888409,60.66089509710532,17.878750426944908,22.348438033681134,22.348438033681134,22.348438033681134,22.348438033681134
P000852,TV,LG,113.96,12,Argos,Scotland,48,Marketplace,0,0.0,11.74,46-55,0.1864316618200292,77.8211579175051,14.5083277953194,18.13540974414925,18.13540974414925,18.13540974414925,18.13540974414925
P000853,Headphones,Bose,388.77,12,AO.com,West Midlands,57,Online,1,74.78,32.88,56-65,0.1570518542700143,64.6781975837708,10.157830861373563,12.697288576716954,12.697288576716954,12.697288576716954,12.697288576716954
P000854,TV,Samsung,264.45,12,Amazon UK,South East,32,In-store,1,87.42,17.02,26-35,0.2748893536526544,58.38320619627465,16.048921815463583,20.06115226932948,20.06115226932948,20.06115226932948,20.06115226932948
P000855,Refrigerator,Whirlpool,167.14,12,John Lewis,Wales,25,Online,0,0.0,16.94,18-25,0.3321343144713393,77.8211579175051,25.8470769362964,32.3088461703705,35.53973078740756,35.53973078740756,35.53973078740756
P000856,Washing Machine,Whirlpool,136.88,12,Amazon UK,West Midlands,30,Marketplace,0,0.0,10.02,26-35,0.3336167638591987,77.8211579175051,25.96244286421371,32.45305358026714,32.45305358026714,32.45305358026714,32.45305358026714
P000857,Phone,Apple,116.78,12,Currys,Wales,23,In-store,0,0.0,12.27,18-25,0.2771200485440313,77.8211579175051,21.565803059851746,26.957253824814682,29.652979207296152,29.652979207296152,29.652979207296152
P000858,Laptop,Dell,373.43,12,John Lewis,West Midlands,32,In-store,1,82.45,24.43,26-35,0.3654952395163079,103.01805224644724,37.65260768031876,47.06575960039845,47.06575960039845,47.06575960039845,47.06575960039845
P000859,Tablet,Amazon,241.08,36,Amazon UK,London,23,Online,1,67.82,21.45,18-25,0.3872102922903578,69.25333321884484,26.815603397750458,33.519504247188074,36.87145467190688,33.18430920471619,33.18430920471619
P000860,Headphones,Sony,124.11,36,Currys,Scotland,51,In-store,0,0.0,6.22,46-55,0.2252448182303591,77.8211579175051,17.528812569604508,21.911015712005636,21.911015712005636,21.911015712005636,21.911015712005636
P000861,Headphones,Sony,134.18,24,Amazon UK,Scotland,23,Marketplace,0,0.0,9.79,18-25,0.4180787603807782,77.8211579175051,32.53537323354732,40.66921654193415,44.73613819612757,44.73613819612757,44.73613819612757
P000862,Laptop,Dell,509.07,12,AO.com,South East,31,Online,1,116.05,38.35,26-35,0.3350720962733865,121.85292729219204,40.82951578484334,51.036894731054176,51.036894731054176,51.036894731054176,51.036894731054176
P000863,TV,LG,355.02,24,John Lewis,London,64,Marketplace,0,0.0,30.06,56-65,0.1287981105717669,77.8211579175051,10.023218102281756,12.529022627852196,12.529022627852196,12.529022627852196,12.529022627852196
P000864,TV,LG,178.35,12,John Lewis,London,53,Marketplace,0,0.0,15.59,46-55,0.1655356045802836,77.8211579175051,12.882172425011932,16.102715531264916,16.102715531264916,16.102715531264916,16.102715531264916
P000865,Washing Machine,Whirlpool,136.32,12,Currys,North West,24,Online,0,0.0,8.97,18-25,0.3228177698909719,77.8211579175051,25.122052649262148,31.402565811577684,34.54282239273545,34.54282239273545,34.54282239273545
P000866,Tablet,Apple,171.15,24,Argos,Wales,30,Online,0,0.0,14.63,26-35,0.2577471865118483,77.8211579175051,20.058184504331187,25.072730630413986,25.072730630413986,22.565457567372587,22.565457567372587
P000867,Laptop,HP,223.86,12,Amazon UK,South East,32,Marketplace,0,0.0,21.57,26-35,0.4451854208556268,77.8211579175051,34.6448449389767,43.306056173720876,43.306056173720876,43.306056173720876,43.306056173720876
P000868,Laptop,Lenovo,362.3,12,AO.com,Scotland,45,Marketplace,1,96.02,29.05,36-45,0.3206069811273074,123.95866461486708,39.74201324674492,49.67751655843115,49.67751655843115,49.67751655843115,49.67751655843115
P000869,Refrigerator,Whirlpool,146.18,12,AO.com,London,49,Marketplace,1,21.72,16.2,46-55,0.19998833479954,72.66915226789506,14.532982753350549,18.166228441688187,18.166228441688187,18.166228441688187,18.166228441688187
P000870,Laptop,Dell,575.49,36,Amazon UK,Scotland,26,Marketplace,0,0.0,45.34,26-35,0.3858424440317702,77.8211579175051,30.026705768272517,37.53338221034065,37.53338221034065,37.53338221034065,37.53338221034065
P000871,Charger,Anker,20.0,36,Currys,North West,33,In-store,0,0.0,4.41,26-35,0.3005143815830725,77.8211579175051,23.386377145657672,29.23297143207209,29.23297143207209,29.23297143207209,29.23297143207209
P000872,Charger,Anker,220.23,12,Currys,Wales,22,In-store,1,102.01,16.92,18-25,0.3473053351845485,54.78985030762473,19.028807325800845,23.786009157251055,26.164610072976163,26.164610072976163,26.164610072976163
P000873,Laptop,Apple,188.42,12,AO.com,Wales,62,Marketplace,0,0.0,17.0,56-65,0.1653777147160028,77.8211579175051,12.86988525295016,16.0873565661877,16.0873565661877,16.0873565661877,16.0873565661877
P000874,Washing Machine,Whirlpool,173.42,36,Amazon UK,London,46,In-store,1,63.38,15.72,46-55,0.2055622996253958,60.111966820970736,12.356754134724238,15.445942668405298,15.445942668405298,15.445942668405298,15.445942668405298
P000875,Washing Machine,Whirlpool,435.02,12,Currys,West Midlands,54,Online,1,20.0,36.47,46-55,0.2011327691807587,60.45644563043927,12.15977232447623,15.199715405595287,15.199715405595287,15.199715405595287,15.199715405595287
P000876,Washing Machine,LG,174.96,36,Amazon UK,South East,20,In-store,1,70.03,20.5,18-25,0.3060281898833428,52.61053604426256,16.100307114418033,20.12538389302254,22.137922282324798,22.137922282324798,22.137922282324798
P000877,Washing Machine,Whirlpool,88.04,36,Argos,Scotland,36,Online,0,0.0,8.95,36-45,0.2660312650572348,77.8211579175051,20.702861089012725,25.878576361265907,25.878576361265907,25.878576361265907,25.878576361265907
P000878,Headphones,Sony,304.17,24,AO.com,Scotland,39,Online,0,0.0,28.04,36-45,0.2643162463126502,77.8211579175051,20.56939634445893,25.711745430573664,25.711745430573664,25.711745430573664,25.711745430573664
P000879,Headphones,Bose,348.82,24,Amazon UK,London,30,Marketplace,1,53.43,29.64,26-35,0.3490026156046812,65.87065639360046,22.989031372963776,28.73628921620472,28.73628921620472,28.73628921620472,28.73628921620472
P000880,Tablet,Apple,166.36,24,Argos,North West,40,Marketplace,0,0.0,11.34,36-45,0.2090626635956678,77.8211579175051,16.26949855833271,20.33687319791589,20.33687319791589,18.3031858781243,18.3031858781243
P000881,Refrigerator,Whirlpool,137.54,24,AO.com,Scotland,26,In-store,0,0.0,10.75,26-35,0.3223731618822733,77.8211579175051,25.087452739205823,31.359315924007277,31.359315924007277,31.359315924007277,31.359315924007277
P000882,Laptop,Dell,457.24,24,Amazon UK,Wales,64,Online,0,0.0,37.57,56-65,0.1701718552071887,77.8211579175051,13.242970817193443,16.553713521491805,16.553713521491805,16.553713521491805,16.553713521491805
P000883,Headphones,Beats,94.49,12,John Lewis,North West,64,Online,0,0.0,9.09,56-65,0.1496574997500512,77.8211579175051,11.646519921587714,14.558149901984642,14.558149901984642,14.558149901984642,14.558149901984642
P000884,Charger,Belkin,177.53,36,AO.com,North West,58,In-store,0,0.0,16.05,56-65,0.1263842853405533,77.8211579175051,9.835371427778224,12.29421428472278,12.29421428472278,12.29421428472278,12.29421428472278
P000885,Charger,Belkin,104.74,24,Argos,North West,27,Marketplace,0,0.0,13.81,26-35,0.2899501305401116,77.8211579175051,22.564254896963245,28.205318621204057,28.205318621204057,28.205318621204057,28.205318621204057
P000886,Laptop,Apple,364.2,36,John Lewis,Wales,29,In-store,0,0.0,30.02,26-35,0.3445351166266756,77.8211579175051,26.81212171913056,33.5151521489132,33.5151521489132,33.5151521489132,33.5151521489132
P000887,Phone,Google,397.42,12,Amazon UK,South East,52,Online,0,0.0,32.27,46-55,0.2188726645012578,77.8211579175051,17.032924187977496,21.29115523497187,21.29115523497187,21.29115523497187,21.29115523497187
P000888,Charger,Belkin,203.11,24,Argos,West Midlands,61,In-store,0,0.0,21.69,56-65,0.1625400552997999,77.8211579175051,12.64905531140574,15.811319139257174,15.811319139257174,15.811319139257174,15.811319139257174
P000889,Refrigerator,Bosch,95.01,36,John Lewis,Scotland,30,Online,0,0.0,18.94,26-35,0.3616980349362165,77.8211579175051,28.14775989522258,35.18469986902823,35.18469986902823,35.18469986902823,35.18469986902823
P000890,TV,Samsung,330.03,12,Argos,Scotland,25,In-store,1,126.95,21.72,18-25,0.3323167028795163,60.76953653225159,20.19473201591417,25.243415019892712,27.767756521881985,27.767756521881985,27.767756521881985
P000891,Laptop,HP,390.09,12,Currys,North West,60,Online,1,93.51,30.18,56-65,0.1946531653605083,116.10063233112076,22.599355583609228,28.249194479511534,28.249194479511534,28.249194479511534,28.249194479511534
P000892,Refrigerator,Whirlpool,128.78,12,John Lewis,South East,38,Online,0,0.0,14.44,36-45,0.249432368873389,77.8211579175051,19.41111576783339,24.26389470979174,24.26389470979174,24.26389470979174,24.26389470979174
P000893,Tablet,Apple,149.61,36,Argos,South East,54,In-store,0,0.0,17.5,46-55,0.1758962337887026,77.8211579175051,13.688448586765022,17.11056073345628,17.11056073345628,15.399504660110651,15.399504660110651
P000894,TV,Panasonic,122.5,24,John Lewis,London,62,In-store,1,46.61,16.32,56-65,0.1436312008487389,51.2368009462449,7.359203247556956,9.199004059446196,9.199004059446196,9.199004059446196,9.199004059446196
P000895,Laptop,Dell,593.75,24,Amazon UK,London,69,Online,0,0.0,46.09,66+,0.1285354888910852,77.8211579175051,10.002780578996864,12.50347572374608,12.50347572374608,12.50347572374608,12.50347572374608
P000896,Laptop,Apple,532.86,12,AO.com,South East,44,Online,1,176.55,47.36,36-45,0.2873765047481357,143.0194818785171,41.10043881313758,51.37554851642197,51.37554851642197,51.37554851642197,51.37554851642197
P000897,Tablet,Samsung,234.17,24,John Lewis,Wales,53,In-store,0,0.0,21.16,46-55,0.2098938976687385,77.8211579175051,16.334186156399557,20.417732695499446,20.417732695499446,18.375959425949503,18.375959425949503
P000898,Tablet,Apple,191.09,36,Currys,West Midlands,53,Online,0,0.0,21.61,46-55,0.1725201393182619,77.8211579175051,13.42571700583644,16.78214625729555,16.78214625729555,15.103931631565997,15.103931631565997
P000899,Laptop,Dell,342.11,12,Argos,Wales,60,Online,0,0.0,30.52,56-65,0.1745120155157573,77.8211579175051,13.580727117953847,16.97590889744231,16.97590889744231,16.97590889744231,16.97590889744231
P000900,Charger,Anker,167.44,24,Amazon UK,London,69,In-store,0,0.0,19.31,66+,0.1152230032266397,77.8211579175051,8.966787529829528,11.20848441228691,11.20848441228691,11.20848441228691,11.20848441228691
P000901,TV,Samsung,234.05,24,Amazon UK,South East,32,In-store,1,93.11,22.95,26-35,0.2748893536526544,58.38320619627465,16.048921815463583,20.06115226932948,20.06115226932948,20.06115226932948,20.06115226932948
P000902,Laptop,HP,289.63,24,Currys,Wales,28,In-store,0,0.0,24.28,26-35,0.4114420549196331,77.8211579175051,32.01889712980358,40.02362141225447,40.02362141225447,40.02362141225447,40.02362141225447
P000903,Refrigerator,Whirlpool,80.32,12,AO.com,North West,51,In-store,0,0.0,13.3,46-55,0.1832096439930895,77.8211579175051,14.257586637196107,17.821983296495134,17.821983296495134,17.821983296495134,17.821983296495134
P000904,Tablet,Amazon,224.59,12,AO.com,South East,21,In-store,1,20.0,22.54,18-25,0.3488607214974705,63.6581955334059,22.20784402301104,27.7598050287638,30.535785531640183,27.482206978476164,27.482206978476164
P000905,Headphones,Sony,311.54,24,Currys,London,38,Marketplace,1,84.73,21.33,36-45,0.2866606315566105,62.3229242085117,17.86552881406673,22.331911017583415,22.331911017583415,22.331911017583415,22.331911017583415
P000906,Tablet,Samsung,68.59,24,Amazon UK,Scotland,19,Online,0,0.0,15.1,18-25,0.4486315785718653,77.8211579175051,34.91302892282073,43.64128615352591,48.00541476887851,43.20487329199066,43.20487329199066
P000907,Washing Machine,Whirlpool,200.9,12,Currys,West Midlands,33,In-store,0,0.0,25.37,26-35,0.3275954629913036,77.8211579175051,25.493858258504435,31.867322823130543,31.867322823130543,31.867322823130543,31.867322823130543
P000908,Washing Machine,LG,218.52,24,Amazon UK,Scotland,18,Online,0,0.0,21.57,18-25,0.3081657952412281,77.8211579175051,23.98181901624116,29.97727377030145,32.9750011473316,32.9750011473316,32.9750011473316
P000909,Headphones,Bose,221.75,24,AO.com,Scotland,64,In-store,0,0.0,17.99,56-65,0.1563058557947372,77.8211579175051,12.163902687233024,15.204878359041281,15.204878359041281,15.204878359041281,15.204878359041281
P000910,Washing Machine,Whirlpool,266.34,36,AO.com,West Midlands,19,Marketplace,0,0.0,21.47,18-25,0.3457584525320856,77.8211579175051,26.907323135811627,33.634153919764536,36.997569311740996,36.997569311740996,36.997569311740996
P000911,Laptop,Dell,327.98,12,John Lewis,West Midlands,28,Online,1,99.02,30.66,26-35,0.3573419734197109,113.34485438873224,40.50287394423936,50.6285924302992,50.6285924302992,50.6285924302992,50.6285924302992
P000912,Headphones,Sony,245.12,36,AO.com,South East,29,Online,0,0.0,24.21,26-35,0.3172125861788818,77.8211579175051,24.68585076244696,30.8573134530587,30.8573134530587,30.8573134530587,30.8573134530587
P000913,Headphones,Bose,194.46,36,Amazon UK,Scotland,50,In-store,0,0.0,16.19,46-55,0.2218544744371331,77.8211579175051,17.264972089877233,21.58121511234654,21.58121511234654,21.58121511234654,21.58121511234654
P000914,Charger,Belkin,270.99,12,Amazon UK,Wales,54,Online,0,0.0,22.89,46-55,0.1770918458141499,77.8211579175051,13.781492499005426,17.226865623756783,17.226865623756783,17.226865623756783,17.226865623756783
P000915,Washing Machine,Bosch,172.57,24,Currys,Wales,67,Online,0,0.0,14.54,66+,0.1096098021225871,77.8211579175051,8.529961720288338,10.662452150360423,10.662452150360423,10.662452150360423,10.662452150360423
P000916,Headphones,Bose,324.96,12,Amazon UK,Scotland,43,Online,0,0.0,24.75,36-45,0.2794348739713737,77.8211579175051,21.74594545498441,27.18243181873051,27.18243181873051,27.18243181873051,27.18243181873051
P000917,Charger,Apple,176.28,36,Currys,North West,43,Marketplace,0,0.0,16.78,36-45,0.2507938115027608,77.8211579175051,19.51706480968936,24.3963310121117,24.3963310121117,24.3963310121117,24.3963310121117
P000918,Laptop,Lenovo,367.83,12,Currys,Wales,37,In-store,0,0.0,32.82,36-45,0.3177101177846436,77.8211579175051,24.72456924810789,30.90571156013486,30.90571156013486,30.90571156013486,30.90571156013486
P000919,Tablet,Amazon,310.66,12,John Lewis,South East,53,Marketplace,0,0.0,29.77,46-55,0.1908801044554511,77.8211579175051,14.854510752137529,18.56813844017191,18.56813844017191,16.71132459615472,16.71132459615472
P000920,Laptop,Lenovo,274.51,12,Argos,South East,31,In-store,0,0.0,25.37,26-35,0.4402565332850655,77.8211579175051,34.26127320099042,42.82659150123803,42.82659150123803,42.82659150123803,42.82659150123803
P000921,Washing Machine,LG,328.17,24,AO.com,West Midlands,37,In-store,0,0.0,25.65,36-45,0.2073258338486432,77.8211579175051,16.134336456313687,20.16792057039211,20.16792057039211,20.16792057039211,20.16792057039211
P000922,Refrigerator,Bosch,200.05,24,AO.com,Wales,31,Online,1,65.29,18.02,26-35,0.32805270825561,72.75690153265286,23.868098592073512,29.83512324009189,29.83512324009189,29.83512324009189,29.83512324009189
P000923,Phone,Google,488.11,12,John Lewis,South East,53,Marketplace,0,0.0,41.27,46-55,0.2021529578581632,77.8211579175051,15.731777256970872,19.66472157121359,19.66472157121359,19.66472157121359,19.66472157121359
P000924,Charger,Belkin,287.37,12,AO.com,Scotland,37,Marketplace,1,71.92,22.47,36-45,0.2288656642831631,74.68993401316153,17.093961363187834,21.36745170398479,21.36745170398479,21.36745170398479,21.36745170398479
P000925,Washing Machine,Bosch,128.78,36,Currys,West Midlands,21,In-store,0,0.0,13.53,18-25,0.4270701678590932,77.8211579175051,33.235094974817905,41.54386871852238,45.69825559037462,45.69825559037462,45.69825559037462
P000926,Refrigerator,Whirlpool,94.81,12,John Lewis,West Midlands,31,Online,1,39.49,7.9,26-35,0.3263519874790995,63.32343352088834,20.66572838354254,25.832160479428175,25.832160479428175,25.832160479428175,25.832160479428175
P000927,Charger,Apple,20.0,24,John Lewis,London,49,In-store,1,20.0,6.18,46-55,0.2036078747626549,52.85946759534881,10.762603858174396,13.453254822717994,13.453254822717994,13.453254822717994,13.453254822717994
P000928,Laptop,HP,479.66,24,John Lewis,Wales,61,In-store,0,0.0,37.93,56-65,0.1887059525440768,77.8211579175051,14.685315732905824,18.35664466613228,18.35664466613228,18.35664466613228,18.35664466613228
P000929,Refrigerator,Samsung,112.7,36,Argos,Wales,57,Online,0,0.0,14.8,56-65,0.1295433853808151,77.8211579175051,10.081216250888636,12.601520313610795,12.601520313610795,12.601520313610795,12.601520313610795
P000930,Phone,Apple,367.27,24,John Lewis,South East,48,In-store,0,0.0,27.25,46-55,0.1516397648592809,77.8211579175051,11.80078208768744,14.750977609609299,14.750977609609299,14.750977609609299,14.750977609609299
P000931,Charger,Belkin,217.8,36,Argos,South East,40,In-store,1,68.02,23.02,36-45,0.2542530854193313,66.05567672903244,16.794859617818418,20.993574522273022,20.993574522273022,20.993574522273022,20.993574522273022
P000932,TV,Panasonic,155.63,36,AO.com,Scotland,19,Marketplace,0,0.0,19.48,18-25,0.3311661941386014,77.8211579175051,25.77173669099925,32.21467086374906,35.43613795012397,35.43613795012397,35.43613795012397
P000933,Washing Machine,Whirlpool,61.11,12,Argos,South East,18,Marketplace,0,0.0,7.49,18-25,0.3699433436221785,77.8211579175051,28.78941936455141,35.986774205689265,39.5854516262582,39.5854516262582,39.5854516262582
P000934,Washing Machine,LG,196.85,36,AO.com,North West,46,Marketplace,0,0.0,19.6,46-55,0.1402706920980806,77.8211579175051,10.916027680962468,13.645034601203086,13.645034601203086,13.645034601203086,13.645034601203086
P000935,Headphones,Sony,20.0,36,John Lewis,Wales,64,Marketplace,0,0.0,5.22,56-65,0.1487950407943027,77.8211579175051,11.579402366995044,14.474252958743804,14.474252958743804,14.474252958743804,14.474252958743804
P000936,TV,Panasonic,314.71,36,Argos,London,25,Marketplace,0,0.0,26.92,18-25,0.3743306743952093,77.8211579175051,29.130846525475768,36.41355815684471,40.054913972529185,40.054913972529185,40.054913972529185
P000937,Refrigerator,Samsung,233.86,36,AO.com,South East,52,Marketplace,0,0.0,18.56,46-55,0.1581287532799818,77.8211579175051,12.305762680299669,15.382203350374585,15.382203350374585,15.382203350374585,15.382203350374585
P000938,Washing Machine,LG,218.96,12,Currys,Wales,37,In-store,1,43.95,20.33,36-45,0.1978738088750752,47.54108927504892,9.407136412923917,11.758920516154896,11.758920516154896,11.758920516154896,11.758920516154896
P000939,Phone,Google,508.33,24,Amazon UK,Scotland,55,In-store,0,0.0,42.62,46-55,0.2305737753844942,77.8211579175051,17.943518185832072,22.42939773229009,22.42939773229009,22.42939773229009,22.42939773229009
P000940,Phone,Samsung,509.67,36,Amazon UK,North West,39,In-store,0,0.0,45.01,36-45,0.2844439826246971,77.8211579175051,22.13576009052063,27.66970011315079,27.66970011315079,27.66970011315079,27.66970011315079
P000941,Phone,OnePlus,396.13,24,Currys,Wales,60,In-store,0,0.0,32.57,56-65,0.159515526529614,77.8211579175051,12.413682980355066,15.517103725443832,15.517103725443832,15.517103725443832,15.517103725443832
P000942,TV,Sony,101.77,12,Amazon UK,West Midlands,60,Marketplace,0,0.0,14.14,56-65,0.1668015842602751,77.8211579175051,12.980692429608904,16.22586553701113,16.22586553701113,16.22586553701113,16.22586553701113
P000943,Charger,Belkin,320.22,24,AO.com,South East,65,Online,0,0.0,30.96,56-65,0.1325646981195886,77.8211579175051,10.316338306650897,12.895422883313621,12.895422883313621,12.895422883313621,12.895422883313621
P000944,Laptop,Dell,627.84,12,Argos,Scotland,31,Online,0,0.0,50.09,26-35,0.3908477105531602,77.8211579175051,30.41622140465281,38.02027675581601,38.02027675581601,38.02027675581601,38.02027675581601
P000945,TV,Sony,182.04,36,Argos,North West,51,Online,0,0.0,14.47,46-55,0.1912321738365378,77.8211579175051,14.881909199040996,18.602386498801245,18.602386498801245,18.602386498801245,18.602386498801245
P000946,Laptop,Apple,483.48,36,Amazon UK,London,55,Online,0,0.0,35.53,46-55,0.2532407916757856,77.8211579175051,19.707491640155325,24.634364550194157,24.634364550194157,24.634364550194157,24.634364550194157
P000947,TV,Sony,213.56,12,John Lewis,Wales,64,Marketplace,0,0.0,18.39,56-65,0.1353132254632477,77.8211579175051,10.530231887102373,13.162789858877966,13.162789858877966,13.162789858877966,13.162789858877966
P000948,Tablet,Samsung,416.4,24,Amazon UK,Wales,42,Marketplace,0,0.0,32.05,36-45,0.2933618985202635,77.8211579175051,22.82976263172453,28.537203289655665,28.537203289655665,25.6834829606901,25.6834829606901
P000949,Headphones,Sony,316.25,36,AO.com,London,68,In-store,1,62.42,30.83,66+,0.1126994713046422,69.30324163221927,7.81043869164898,9.763048364561225,9.763048364561225,9.763048364561225,9.763048364561225
P000950,Headphones,Beats,103.53,12,Currys,London,66,Online,0,0.0,17.13,66+,0.1215983954364693,77.8211579175051,9.46292793377671,11.828659917220888,11.828659917220888,11.828659917220888,11.828659917220888
P000951,Charger,Belkin,102.15,24,Amazon UK,Scotland,58,Online,0,0.0,7.8,56-65,0.150785505392887,77.8211579175051,11.734302626850676,14.667878283563345,14.667878283563345,14.667878283563345,14.667878283563345
P000952,Tablet,Apple,221.8,36,Argos,Scotland,64,Online,0,0.0,17.59,56-65,0.1378153564203261,77.8211579175051,10.724950615443449,13.40618826930431,13.40618826930431,12.06556944237388,12.06556944237388
P000953,Tablet,Amazon,185.88,24,Argos,South East,50,Marketplace,0,0.0,22.03,46-55,0.2145604730083023,77.8211579175051,16.697344452833686,20.87168056604211,20.87168056604211,18.7845125094379,18.7845125094379
P000954,Washing Machine,Whirlpool,245.82,36,John Lewis,West Midlands,34,In-store,0,0.0,19.27,26-35,0.3075063420514767,77.8211579175051,23.93049960542231,29.913124506777887,29.913124506777887,29.913124506777887,29.913124506777887
P000955,Phone,Apple,386.37,12,AO.com,London,42,In-store,0,0.0,35.23,36-45,0.1993173667979849,77.8211579175051,15.51110827728727,19.388885346609086,19.388885346609086,19.388885346609086,19.388885346609086
P000956,Phone,Google,558.35,24,Currys,West Midlands,69,In-store,0,0.0,40.73,66+,0.1239245652129338,77.8211579175051,9.64395315929388,12.054941449117349,12.054941449117349,12.054941449117349,12.054941449117349
P000957,Tablet,Apple,20.0,24,AO.com,North West,24,Online,0,0.0,2.82,18-25,0.2579710882155449,77.8211579175051,20.07560879417256,25.094510992715698,27.60396209198727,24.843565882788543,24.843565882788543
P000958,Charger,Belkin,444.46,24,Amazon UK,London,67,In-store,0,0.0,34.49,66+,0.1064509767896156,77.8211579175051,8.284138275217346,10.355172844021682,10.355172844021682,10.355172844021682,10.355172844021682
P000959,Laptop,Dell,316.66,24,Currys,North West,51,Online,0,0.0,26.08,46-55,0.2105192293854307,77.8211579175051,16.382850194675083,20.478562743343854,20.478562743343854,20.478562743343854,20.478562743343854
P000960,TV,Samsung,350.06,24,Argos,Wales,21,Online,0,0.0,32.23,18-25,0.2969009029620937,77.8211579175051,23.105172055262955,28.881465069078693,31.769611575986566,31.769611575986566,31.769611575986566
P000961,Charger,Belkin,299.59,24,AO.com,Wales,52,Marketplace,0,0.0,26.74,46-55,0.1623407606825349,77.8211579175051,12.633545973523452,15.791932466904315,15.791932466904315,15.791932466904315,15.791932466904315
P000962,Charger,Apple,114.44,36,Currys,North West,69,In-store,0,0.0,9.93,66+,0.1058312694725655,77.8211579175051,8.235911934234558,10.294889917793197,10.294889917793197,10.294889917793197,10.294889917793197
P000963,Charger,Belkin,286.16,24,AO.com,South East,35,In-store,0,0.0,25.45,26-35,0.2775011963697442,77.8211579175051,21.595464424986456,26.99433053123307,26.99433053123307,26.99433053123307,26.99433053123307
P000964,Washing Machine,Bosch,215.7,24,Amazon UK,Scotland,48,In-store,0,0.0,23.16,46-55,0.2345892277033861,77.8211579175051,18.256005334850773,22.820006668563465,22.820006668563465,22.820006668563465,22.820006668563465
P000965,TV,Panasonic,250.56,24,Currys,London,21,Online,0,0.0,27.01,18-25,0.350437146718377,77.8211579175051,27.271424534930723,34.089280668663406,37.49820873552975,37.49820873552975,37.49820873552975
P000966,Headphones,Bose,302.79,12,Currys,Wales,29,Marketplace,1,71.08,24.08,26-35,0.3105684030508985,58.45782520778367,18.15515342060993,22.693941775762415,22.693941775762415,22.693941775762415,22.693941775762415
P000967,Phone,Google,489.86,12,Argos,South East,24,Online,1,98.8,34.43,18-25,0.409093364013904,131.90301150154414,53.96064669873137,67.4508083734142,74.19588921075564,74.19588921075564,74.19588921075564
P000968,Tablet,Amazon,326.89,12,John Lewis,Scotland,36,Online,0,0.0,29.19,36-45,0.2501793357738227,77.8211579175051,19.46924559695119,24.33655699618899,24.33655699618899,21.90290129657009,21.90290129657009
